id,heartbeat_signals
11,"0.03028702389639383,0.03224051568018449,0.03372767311599034,0.03358643653076518,0.032381010666816215,0.03065206851720738,0.028969402729340912,0.02805730370249912,0.028129999858576227,0.028882985616166784,0.030001068603667178,0.031016208554804678,0.031167372647590633,0.030062440773048607,0.027996917139370317,0.025426172686538392,0.022498113201220138,0.019293766827349554,0.01626903471258266,0.013956283247564552,0.012350973750280256,0.011046612548764087,0.00965783556703298,0.008087601191564861,0.006552816722920643,0.005100349275180174,0.003244713307475125,0.0006441520037521048,-0.002546861512965695,-0.005914612478628609,-0.008731657978142474,-0.01084337725450793,-0.013244735160942808,-0.01702380236356675,-0.022247102852229153,-0.027746970582163258,-0.032292759918930034,-0.03572877230548206,-0.03856749961583571,-0.041211572929886434,-0.04352722470882166,-0.04515192242002801,-0.04641245337422349,-0.04824248000338817,-0.05093158522716128,-0.053730286063534985,-0.05580781773045747,-0.05670046661008206,-0.05623402436961518,-0.054732844520132676,-0.05308548121390076,-0.05216985604411374,-0.05221412047433717,-0.05286292793958418,-0.05391581425835158,-0.05505016149775106,-0.054905535168425876,-0.0522788111914229,-0.04798686404435733,-0.04454127169006529,-0.04310721333790306,-0.04153703820126346,-0.03681574567029626,-0.028386826351925756,-0.017586828278763553,-0.005125935525781278,0.0086827620272341,0.02276455854276198,0.03570883778596095,0.04640621757357222,0.054171372801922565,0.05881534652352374,0.06065690708544909,0.06008945153205522,0.05744434963784342,0.053249375380563416,0.048133032882904006,0.04253231004830334,0.0369162120818462,0.03186878169921278,0.027574435896368044,0.024016964575145253,0.021216106698177334,0.0189300197282838,0.017002902295131406,0.015498190566178002,0.014154921404676071,0.012628979017975495,0.011164480608991584,0.010197767141067515,0.009605502134628463,0.008908991824235449,0.008047331018788281,0.007215078523797561,0.006101687276926129,0.00460624195484681,0.0033994813412318026,0.0029170655382171756,0.0031989061024820936,0.00402983854401219"
12,"0.023107337143835158,0.025696631580975904,0.027855372781174503,0.02850220980217151,0.02821001980315206,0.027555272955290075,0.0270443004738736,0.02665544749489719,0.026088666622422346,0.025489405838400633,0.0251499212214875,0.025064954045992835,0.025158429682500302,0.0253246083745549,0.025224365288190637,0.024637138198976324,0.023802410103848357,0.022991551808965963,0.022158510608440818,0.02115333430222406,0.020017711519365447,0.018850255874475016,0.017804071141372932,0.017062117276078523,0.016182693872608955,0.014558269344570954,0.011969117313209307,0.0076640829864986215,0.0006405104072461643,-0.008905116304549474,-0.019499646494405512,-0.029665225361263273,-0.038574279408779735,-0.04597465850922959,-0.05259498482349419,-0.05946187674002949,-0.06629667802034202,-0.07148640077829603,-0.0737218653819527,-0.07301507653737689,-0.07024208343036172,-0.06663751352366366,-0.06349023111608611,-0.06126487457496642,-0.059651305946547065,-0.058533997973923266,-0.05804968156953795,-0.05782461919981381,-0.05679242134573438,-0.05460394568712883,-0.05213201426612575,-0.050142760434019454,-0.04845606589709285,-0.04581014434212556,-0.04035162256157189,-0.030749134925696517,-0.0171434108288213,-0.0010895415350539034,0.015309927246837607,0.03013163605488276,0.04194259274822092,0.05008070200841945,0.05500816707540838,0.05759221173977322,0.05833283380436563,0.05741886885917834,0.05499612946057258,0.051317955380245014,0.04665041158072872,0.0413490394682437,0.03603883476425525,0.031167278418429235,0.026742358557165127,0.022846787572233615,0.0198144338682993,0.017662535834580537,0.01604593668789521,0.01458293185840788,0.012970202456228597,0.01123283172102059,0.009650868845015828,0.008414843446504588,0.007481114927772245,0.006650588594589377,0.0059091061279767515,0.005299917163467963,0.004690979585825761,0.0041050541694456905,0.0035575210515357975,0.0027430823818885286,0.0016153266953373435,0.00044774707641943856,-0.0006722645277651984,-0.0015474547516351467,-0.0020522411829886344,-0.002674063602399926,-0.0038817676684532176,-0.005245832900783301,-0.00622083535922445,-0.006963837586721325"
13,"0.0325095883358507,0.03564528955425396,0.038280028210567196,0.03878284805002896,0.037866135817225074,0.03634477252991411,0.03451875964112336,0.032577475853556956,0.031142936802603313,0.030486803330695367,0.030065425521564312,0.029488566803908017,0.029069107233313685,0.028991183756761532,0.028995173022880544,0.02894746807469259,0.02879029114787772,0.028128397355551754,0.026391162589263842,0.022916473231137574,0.016900235806442857,0.008014219522753219,-0.002924221357676171,-0.014355989217753107,-0.02510907533743914,-0.03484674298988977,-0.04381555968987169,-0.052330890907518135,-0.0602474735306876,-0.06710624785269878,-0.07237782702443366,-0.07545339383823804,-0.07584978441082146,-0.07349408503407534,-0.06910077754994895,-0.0641367612383025,-0.05989183803895623,-0.05665353252249708,-0.0541466965692356,-0.05227699200580396,-0.050695923795260917,-0.048640277299173945,-0.04604945269515151,-0.04374794917623659,-0.042592436248927,-0.04311631406337893,-0.04491811211540947,-0.046129323083598156,-0.044322333223466626,-0.03781653502551045,-0.02642920017641348,-0.011730086225288788,0.003967651938920666,0.018928698768165428,0.032191595162864815,0.042974659590896816,0.05041629299365817,0.05433468717480338,0.055563203191099385,0.055364172532068504,0.05479904263796014,0.0539437871574769,0.05214041543625977,0.04905230889488084,0.04493668405004148,0.040407465494681875,0.035990186277761765,0.032079415291370914,0.0289361217205003,0.026336622883436037,0.023897730232200237,0.021626411738323068,0.019546423964103825,0.017501180828684293,0.015471389353173055,0.01351135818486926,0.01164592295559621,0.009932253946815642,0.00845418211368313,0.007439583983882864,0.006890591270516402,0.006098608521572374,0.0045882052949050706,0.0027058992971828177,0.0008367155558484662,-0.0009031422823315705,-0.002396673072766642,-0.00361345771743779,-0.004737703628117998,-0.005922116473068728,-0.006981623413329377,-0.007630607787366059,-0.00793308577810127,-0.008143163030340905,-0.0084198784935932,-0.008790000089467426,-0.009394339155512507,-0.010811004795823545,-0.01376754469542922,-0.01761163797379149"
14,"0.037062409123304316,0.037515608446498,0.037253229678611985,0.035853948777070974,0.03411438528395591,0.03260178209321678,0.03130519345280515,0.03038146106810867,0.030049104896594847,0.02979520831432078,0.029170208714434653,0.028457457433180344,0.027828639596420582,0.027069234355897864,0.026131954314851796,0.02526204809266852,0.024870157030388806,0.025632875946687464,0.02769306228500959,0.029779046909255952,0.030562022681868223,0.029889161744150378,0.02810858086722484,0.02538513934781063,0.021777120120955992,0.017185045216764283,0.011205968887018497,0.0034673270088887848,-0.005847056888341098,-0.016011153937240508,-0.026142347205246025,-0.03561064916968394,-0.04403164819539472,-0.05120080441366,-0.057483143978495674,-0.0631721468911796,-0.06797095822997311,-0.07170417663829769,-0.07404470090903696,-0.07436019162132908,-0.07288753584109096,-0.07075905189062752,-0.06856779442438786,-0.06636697547019597,-0.0644387376564018,-0.06298806062516331,-0.06185611683706964,-0.06076442254354576,-0.059572462674375895,-0.05842132442136229,-0.05783181764173452,-0.058153866064681745,-0.05908013442848313,-0.059967309924383774,-0.0598752581843565,-0.05728569433046947,-0.05074508691179584,-0.04002309835394051,-0.026157383635099576,-0.01024486411809003,0.00681549566419179,0.023685398989436446,0.03881573101155642,0.05070424129217686,0.058105820908861766,0.06092881145414572,0.060729235913788204,0.05958114256701155,0.05835170709065535,0.05658524125113584,0.053858307920117976,0.05033423822987281,0.04628121905749952,0.041835960996736754,0.03727826062045215,0.033067056449840364,0.029377851094322366,0.02591926338264068,0.02253451127230517,0.01975408244449192,0.017946361541322883,0.016594674416541916,0.015071073055446034,0.013592217734750972,0.012615249610098307,0.011932230711754352,0.011117128345459006,0.009989030572848362,0.008455980944112977,0.0067553228256507225,0.005119743809175632,0.0034202988117501,0.0018274646865029318,0.000567204397136048,-0.0006741332783589266,-0.0020171028154599008,-0.0032382759650076837,-0.0048264300265886545,-0.008068183294119652,-0.012564841327095719"
15,"0.038283712011430174,0.03629613936661867,0.034321048264930556,0.03292088981365128,0.031902829509284455,0.03112377307934533,0.030352131217643616,0.02957389463867184,0.0290463965233497,0.028745307441136098,0.028290425762516225,0.02751144289097672,0.02674027924756854,0.026197751366203448,0.02580961557457251,0.025646096495787543,0.025690300582711975,0.025743790991928986,0.02567198907313402,0.025160942806325123,0.02401650047035192,0.022553014217503095,0.02077823865943415,0.01820554138328552,0.014858334216045752,0.011078544884158506,0.006632650518865704,0.0007219933210517865,-0.007200465825103572,-0.016742214694246846,-0.026796379377508714,-0.03639056043776133,-0.045414955086609685,-0.054298828302794463,-0.06296627670367201,-0.0707173118008171,-0.07686517193970736,-0.0809260911437442,-0.08252258075065606,-0.08186361015899317,-0.08000849330864303,-0.07817931632909485,-0.07690170828120883,-0.07578190672215139,-0.07439615933776349,-0.07324228479577137,-0.07275491981093792,-0.07239424841381702,-0.07168655083785506,-0.07030286655824576,-0.06672859630085053,-0.05863822033568976,-0.04496273309212495,-0.027289048826685328,-0.008817431429550271,0.007884076729093067,0.02155734963396172,0.032155768421293474,0.04056745083257857,0.047424038769497634,0.05241474004586945,0.05512810502970738,0.05582592102786274,0.0552184018785288,0.05401166677781327,0.05240819634247568,0.05015687132393752,0.04695816900077539,0.04262456455771128,0.03756481314465702,0.032824757494314606,0.028984232507449387,0.02575860771959325,0.02292652482853421,0.02058647395885692,0.018594437662629734,0.01682001500359131,0.015410324058948953,0.014058730110358117,0.012157640665014097,0.009910892682459156,0.008088414472527415,0.007011248878409787,0.006344155386972347,0.005629776421278231,0.004802330106413642,0.00408399214539866,0.0034623278802576526,0.002590994879196659,0.0013958064639908105,0.0003419072439386772,-0.00015770817974884027,-0.0003500998850321235,-0.0006091720959916849,-0.000865314860725247,-0.001163230384866508,-0.001790758810226195,-0.0030958871883452754,-0.005667019024246919,-0.009069177383229668"
16,"0.033962170591434415,0.031169403428716685,0.02893044914216178,0.02800169315695565,0.02752476124568831,0.02732281836249259,0.027098791884482276,0.026494904920159754,0.025711000494275812,0.024992424799883964,0.024512674299027995,0.02447973244832148,0.024586432297730346,0.024267704988920474,0.023447179888266,0.02242915553238216,0.02152681753255571,0.020919753722098297,0.020652091061510336,0.020642885768550306,0.020687219677190186,0.020642416301885402,0.020598856820594744,0.02081512243594541,0.021211328835977192,0.021246147703535195,0.020554429765879123,0.019567306847795216,0.019130680615384546,0.01982750317085684,0.021494661850714497,0.023276636193314396,0.02444582163529535,0.024553795358959865,0.023581307920889527,0.02178879675123252,0.019085585568995533,0.015134859373892653,0.009582211356529313,0.0022187870682262856,-0.0066761572452044005,-0.01649305832287097,-0.026665814920883282,-0.03656469870476772,-0.04554038476513153,-0.05323214837628845,-0.05965649193656325,-0.0648670496541534,-0.06862551878218683,-0.07075552870881768,-0.07174699236054688,-0.07229034613399085,-0.07248700026422498,-0.07207784544600006,-0.07118042662255482,-0.07048509258567281,-0.07042610384693349,-0.07067569354835472,-0.07050362021743163,-0.06941647652873052,-0.06747061014535302,-0.06480663725894874,-0.06160846390277962,-0.05848219701782857,-0.05592491066326111,-0.05370987465549143,-0.05161574111316794,-0.05021233829991949,-0.050125027910478195,-0.050886828212082805,-0.05134939990851889,-0.051120820359070285,-0.05064984916068914,-0.05007257291542021,-0.04845498298723931,-0.04414001843039604,-0.03595611501155793,-0.02411540760938677,-0.010020325980699102,0.004851959450440507,0.019772255981685374,0.03433264608603446,0.04788708789711277,0.05982506223415384,0.06958592417027352,0.07630122557634803,0.07942391175242859,0.07948890181173282,0.07760867261090318,0.07473929101857618,0.07149757949668718,0.06820991680182407,0.06492986537573125,0.06148540952960484,0.05789736983125594,0.05454691760001283,0.05160994968322019,0.04884678109571092,0.04612863544349603,0.0440028862476588"
17,"0.03846507245281452,0.035923176963278645,0.03365714196650382,0.03251670680307911,0.03179351996438318,0.031002766359561576,0.030155948489120107,0.029503111189674455,0.02910083196187499,0.028703602427527994,0.02833211909718729,0.02825646094314195,0.028311223012445166,0.027954155287780016,0.027054143745574966,0.025999948701472847,0.025083138387530457,0.024244337731569213,0.0234660941827219,0.022807961031225052,0.02217126968115682,0.021478756558519593,0.020889347467459338,0.020330457232383567,0.01949426551377266,0.01846019158275171,0.017691542620734038,0.01730938718150861,0.01672657764506301,0.015520243281215068,0.014063147790349506,0.012715868513425002,0.011293646852338052,0.009725721677804944,0.008259482905194418,0.006926243181132177,0.005307165099817407,0.0029055765534676953,-0.0007459441538124612,-0.0063330343309811465,-0.014401850483204068,-0.02441322612096551,-0.03493779274013441,-0.04493328628548142,-0.054416349193701655,-0.0639918622823314,-0.07351750623244134,-0.0816960798231814,-0.0874989655221012,-0.09097145642354763,-0.09274606778781129,-0.09344546763657287,-0.09279942782619617,-0.09044459728274022,-0.08720125540231934,-0.08409058117070824,-0.08160976658147796,-0.08001764983243888,-0.07916480690221296,-0.07830418744595312,-0.07694863928754296,-0.07552939889230216,-0.07455627228172877,-0.07391616194368637,-0.07278992443918524,-0.06982049436124384,-0.0635102423346016,-0.05283134233603516,-0.03773008341500128,-0.019092182014473477,0.0014947792513135827,0.021527722774460432,0.03834460604178168,0.05078861725595747,0.05946446159921831,0.06507014533280972,0.06729809886613493,0.0662005903129371,0.06298319407258718,0.05919435835808211,0.05590801315556718,0.05338366953178622,0.05113429400740237,0.04845257037476085,0.04540206596737397,0.04260101115768951,0.04006341724016915,0.03743738036636643,0.03494886324485728,0.03306110719704871,0.03168002927785142,0.03027817743386911,0.028674513433047277,0.027209491649569297,0.02615746738943739,0.025353152489610467,0.02468159002002221,0.024811629962529988,0.02687804734245841,0.03032248562286033"
18,"0.05220142616450893,0.05114284066768815,0.049483798574989704,0.047601392779372004,0.04600039373643841,0.04464796745433314,0.04322304626696791,0.04163227041474257,0.04010990628333494,0.03873770704129066,0.0374140991520471,0.03610552698800902,0.0347728563860106,0.03338281792203722,0.03193574670761913,0.030553551291485403,0.029371858965972303,0.02816818546818259,0.02646176007053877,0.02419066078437973,0.02196231078968007,0.020189318245853127,0.01824234323875945,0.014999940888260732,0.009323143348576535,0.00017045662610601364,-0.011996070297871753,-0.02492411498357336,-0.03665243127855408,-0.04665964691238497,-0.055152307064488704,-0.06226720411196893,-0.06786682745562708,-0.07147623402762573,-0.07263027923501428,-0.07179173748193152,-0.07015256402602205,-0.06862824613586618,-0.06761354149869647,-0.06725079138956433,-0.06742314024984705,-0.06773413949237952,-0.06797407449912671,-0.06811048895715258,-0.06782102353175959,-0.06728285180301632,-0.06747942670900972,-0.06880319904306831,-0.07059680379787625,-0.07180826138252563,-0.0714012615050151,-0.06871816351615675,-0.06300185618032592,-0.05317055791795294,-0.03906828443997687,-0.02232261493442854,-0.005590378291449455,0.008935229011872409,0.02019773600718426,0.02842889813662007,0.03483604291356149,0.04033059474339637,0.044851054893498624,0.04811009775919048,0.05037460198534104,0.05172619353055957,0.05175752665552755,0.05078791013647932,0.04955519902982082,0.04787727617024884,0.045170657353516025,0.04170791783308281,0.03829093317049469,0.03531789506467407,0.032699245051003356,0.030113317814073448,0.02744501942369356,0.024740780788335512,0.02195045774518678,0.019178476078159624,0.016860713517017026,0.015498999953842588,0.014856804810654281,0.014107864380985546,0.012925907572347232,0.011676162287346858,0.01063742617818772,0.009658414494924071,0.008363388302788904,0.006682768430776954,0.004881329381432251,0.0029944597891293917,0.000944811198669751,-0.0009266934042705677,-0.0023722889539143505,-0.0037191735224665345,-0.004976502867946209,-0.005397235203827899,-0.004090417826726957,-0.0016466039214331901"
19,"0.02836246985458478,0.0296999492257973,0.03066838057076328,0.03055481354994545,0.029874847387600864,0.02924237986880958,0.028844801870345216,0.02847536065213631,0.02814024926445735,0.02798605156988833,0.027952326817467996,0.027892539103719943,0.027763550940405265,0.027582978639905692,0.027349412015035685,0.027158433063662904,0.02694387785446932,0.026517837034352412,0.025847591861249283,0.024860564154983736,0.023592904043901894,0.022178906761001094,0.020496161149739525,0.01836313974555795,0.015892116029580447,0.013236368533220244,0.010255879883060079,0.007017603323030724,0.0038356281761285776,0.0010270236619321221,-0.001007526284629176,-0.0021214776488570203,-0.0028085915137689987,-0.0035674304738067125,-0.0043435794657935844,-0.004995838770215769,-0.005634617913326742,-0.006540535533893069,-0.007956108313270316,-0.010319542141324398,-0.013929331606251413,-0.018542832736819406,-0.024095015464298028,-0.030912820990732767,-0.03916240834438721,-0.04857014516827356,-0.058628880719645546,-0.06831059656783721,-0.07589990951983665,-0.08041501609276906,-0.0824202017034404,-0.0829529544235303,-0.08269599518057229,-0.08193031855728362,-0.08062819643782011,-0.07873415938518495,-0.076692879840406,-0.07540172072380404,-0.07518956228593908,-0.07526067844923044,-0.07471135813838202,-0.0733028287281287,-0.07114204359401478,-0.06807051391438824,-0.06303253161298654,-0.05420892894290834,-0.04045710000574053,-0.02256208981233558,-0.002933383823110272,0.01578090723267997,0.031636101789332155,0.04333272831730643,0.050835731083364595,0.055414579514586164,0.05791844293591982,0.05826018681807339,0.05652989289956204,0.053539817576637075,0.050278223260040195,0.04736090614714743,0.04494712632980463,0.04263441576652957,0.04007195000738541,0.037468332998049886,0.03509142793323562,0.03315348934777254,0.03159079145050753,0.030012519990121403,0.028337149044558488,0.026601885844429518,0.024739376726050977,0.023035690873176765,0.02185942423299979,0.02119262721613091,0.020788421167770216,0.02066255555686404,0.02069437720074628,0.019788621066975556,0.016668680197949107,0.012249123696489603"
20,"-0.13971745172660407,-0.14077704690688939,-0.14256579582341092,-0.1443059837238693,-0.14549020918892588,-0.14601468622603345,-0.14602079914537283,-0.1456821134761089,-0.1450993473282963,-0.14430522468642484,-0.14331123258236864,-0.14213715443057653,-0.1408004186272728,-0.13925313702380923,-0.1372620640766228,-0.1342944062233419,-0.12936964668691955,-0.1209864395124867,-0.10716888015175571,-0.08583253451743214,-0.055440893851935874,-0.01582240461185816,0.03130693519495312,0.08241181921853209,0.13293192651338484,0.17843467326290607,0.21569406090152277,0.2432178050473891,0.2611671881636787,0.2707803170930236,0.27369630261499694,0.2714055272657738,0.26501966756539663,0.2552632454686252,0.24263400291977988,0.2275495137848581,0.2104731113944108,0.1919311477165443,0.17250913803552428,0.15280369181002396,0.13342076077139653,0.11494314222842715,0.09790096241684686,0.08267173829034087,0.06940950026636813,0.05800214376351992,0.04815312866627794,0.03949279508776524,0.03170867029087662,0.024574710149378648,0.017939260020316955,0.011652875925277278,0.0055515575661671535,-0.0005422165731107376,-0.006751163174757074,-0.013106978044651024,-0.019520962479491033,-0.025837098917733503,-0.03187699471367131,-0.03750322624314073,-0.042614913575043545,-0.047146298644199086,-0.05102614042126016,-0.05417775240567704,-0.0565069998872971,-0.057944022976578885,-0.05846777931008143,-0.05815395975738927,-0.057159637080447884,-0.055700366151152175,-0.05397210948263856,-0.05211723120796655,-0.0502014158155322,-0.048259610780138656,-0.04631475545553712,-0.04440339733783907,-0.04255076143357481,-0.04078357059794249,-0.039124815017508224,-0.03761257159092954,-0.03626251591915525,-0.03504715968641414,-0.033856435759905795,-0.03252319408526791,-0.03085325240017886,-0.02870864451497243,-0.026049376343032365,-0.022967430561662255,-0.019638131644645118,-0.01628321231292415,-0.01313197657187995,-0.01047295939496476,-0.008723422310480372,-0.00849083810211304,-0.010491846635849261,-0.015284875032729683,-0.022846252353404956,-0.03221725858570826,-0.04148613091019118,-0.048281786684504474"
21,"-0.08211687989576985,-0.08213656723536564,-0.08167406609227787,-0.08112426141437043,-0.08079324829413334,-0.08080744029166129,-0.08114277663728967,-0.08170072047875929,-0.08237278079604635,-0.08307531305641366,-0.08375873549670307,-0.08439816176291173,-0.08497895190423374,-0.08549313382361143,-0.08595470779370404,-0.08639719248146124,-0.08685860287472122,-0.0873394710560926,-0.08778923272459502,-0.08811595429734068,-0.08823679583030705,-0.08811478836436423,-0.08777714610474693,-0.08727571361065331,-0.08662053149799795,-0.08568411401586692,-0.08412075054861382,-0.08127888174519357,-0.07613742252781472,-0.06728743087296093,-0.05309382488807582,-0.032099120706769096,-0.0036381276977859034,0.03162939981296506,0.07157311832812632,0.11301904837301592,0.15255794163611217,0.18738277385313007,0.2157822697818936,0.23720452498656508,0.2519760210333754,0.26091261833933865,0.26495569414668424,0.26493386002634833,0.26143780502820213,0.2548336832154774,0.24535500772785399,0.2332379724985212,0.2188046911100968,0.20249716769817297,0.18484976505190076,0.1664488408492699,0.14786871733758172,0.12962761991418187,0.11214846748076392,0.09574761979034746,0.08061507434509166,0.06681688457818094,0.05430391351227709,0.04295398888156757,0.03260664659522314,0.02310465522520269,0.014306345477479887,0.006095411035511478,-0.0016372919513206463,-0.00899400197672956,-0.016067882078508205,-0.022911788022081325,-0.029523960170026176,-0.03584346181938186,-0.04178803954117624,-0.047287896692452785,-0.05231769348837331,-0.05687986631799588,-0.06097709551983696,-0.06457340864437724,-0.06760162455514354,-0.06998993180623722,-0.07171048349414685,-0.0727878994198711,-0.07328769561310952,-0.0732799599568986,-0.07283490257058703,-0.07202550501886304,-0.07094677490925941,-0.06970692964285127,-0.06842800854919426,-0.06723453346437644,-0.06624831377863924,-0.06554099419957685,-0.06508922612157683,-0.06474904842641957,-0.06432810440653822,-0.06364040468776103,-0.06258991275636414,-0.06111305779053036,-0.05920537619726432,-0.056965236818017656,-0.05478071527954226,-0.05330767516649684"
22,"-0.17166303125267268,-0.16915091732552068,-0.16540617692494358,-0.16135733866780566,-0.15765296639888737,-0.15446695076598665,-0.15163128592503738,-0.14886768880589418,-0.14593289930852837,-0.14264772705210121,-0.13886443914392887,-0.1344360230466939,-0.12920452296454643,-0.12300145430106546,-0.11564586854512182,-0.10688034450255446,-0.09633045831843678,-0.0834737738568303,-0.06770647926826268,-0.04841341250236714,-0.025066751190127745,0.0026982441725333928,0.03489792318965168,0.07094871069460829,0.10939259481986453,0.14787871081201703,0.18348783918612305,0.2134089597244889,0.23562611282851592,0.24935658416399986,0.2550089739270708,0.2538103440552994,0.24728167503626897,0.23685647225964107,0.2236823674516844,0.2086397824688028,0.19241793218489794,0.17561641739519435,0.1587522787259285,0.14224393167326443,0.12635810397295333,0.11123816580990298,0.09695746820106044,0.08362074321160436,0.07139205635367481,0.06048093840045324,0.05103830395177403,0.043081153964796864,0.03644480716281126,0.030846335529771313,0.025957299229594527,0.021497427168160804,0.01725262153785173,0.013092227391418576,0.008938025987393183,0.0047663838750125476,0.0005804674933117815,-0.0035904528869404595,-0.0077272157311256695,-0.011819423899576464,-0.015880760440453,-0.019922197216862864,-0.023961863133872552,-0.02800776141699307,-0.03205992431528795,-0.03606388848159914,-0.039903555270927926,-0.043396063461278056,-0.046353337195332134,-0.04862599470804296,-0.05016115898139395,-0.050994846247263914,-0.0512421381645175,-0.051038375551417325,-0.050514420158375484,-0.049754936690520946,-0.04880433067756007,-0.04765892265688754,-0.04630693319218643,-0.04474713015665033,-0.04303232622303649,-0.041261992060461994,-0.03957539389671527,-0.03808890082853636,-0.03686599305089258,-0.03588409290353484,-0.03506906149152572,-0.03431775147575655,-0.03355285077972331,-0.03273245950060222,-0.03186982165368357,-0.030997833270464875,-0.030153115524911484,-0.029359028268887533,-0.028643639653641306,-0.02805279144466305,-0.027647367543244677,-0.02745094080587257,-0.02738885078927672,-0.027268032141692933"
